station	latitude	longitude	year	date	jd	tod	dtime	time	tempc	meantempf	temp	deltam1	delta2	delta3	delta4	maxtemp	mintemp	noerrors	er1	er2	er3	er4	er5	er6	er7	er8	er9	er10	dwpt	rh	wdir	wspd	stnpresskpa
Penticton Airport	49.47000122	-119.6050034	2010	1/1/10	1	0	1	12:00:24 AM	0.400000006	35.95999908	32.72000122		0.899997711	1.799999237	2.159999847	38.65999985	32.72000122	0	0	0	0	0	0	0	0	0	0	0	-1.700000048	86	18	24	97.41000366
Penticton Airport	49.47000122	-119.6050034	2010	1/1/10	1	1	1.041666627	1:00:24 AM	0.699999988	35.95999908	33.25999832	0.539997101	1.260002136	1.620002747	0.720001221	38.65999985	32.72000122	0	0	0	0	0	0	0	0	0	0	0	-1.5	85	16	24	97.38999939
Penticton Airport	49.47000122	-119.6050034	2010	1/1/10	1	2	1.083333373	2:00:24 AM	0.899999976	35.95999908	33.61999893	0.36000061	1.260002136	0.36000061	0.540000916	38.65999985	32.72000122	0	0	0	0	0	0	0	0	0	0	0	-1.600000024	83	17	32	97.34999847
Penticton Airport	49.47000122	-119.6050034	2010	1/1/10	1	3	1.125	3:00:24 AM	1.399999976	35.95999908	34.52000046	0.900001526	-0.540000916	-0.36000061	-0.900001526	38.65999985	32.72000122	0	0	0	0	0	0	0	0	0	0	0	-1.399999976	82	16	26	97.33999634
Penticton Airport	49.47000122	-119.6050034	2010	1/1/10	1	4	1.166666627	4:00:24 AM	1.600000024	35.95999908	34.88000107	0.36000061	-0.720001221	-1.260002136	-0.900001526	38.65999985	32.72000122	0	0	0	0	0	0	0	0	0	0	0	-1.399999976	80	16	28	97.27999878
Penticton Airport	49.47000122	-119.6050034	2010	1/1/10	1	5	1.208333373	5:00:24 AM	1.100000024	35.95999908	33.97999954	-0.900001526	-0.36000061	0	0	38.65999985	32.72000122	0	0	0	0	0	0	0	0	0	0	0	-1.100000024	85	16	26	97.23000336
Penticton Airport	49.47000122	-119.6050034	2010	1/1/10	1	6	1.25	6:00:24 AM	1.200000048	35.95999908	34.15999985	0.180000305	-0.180000305	-0.180000305	2.159999847	38.65999985	32.72000122	0	0	0	0	0	0	0	0	0	0	0	-6.300000191	57	15	22	97.19999695
Penticton Airport	49.47000122	-119.6050034	2010	1/1/10	1	7	1.291666627	7:00:24 AM	0.899999976	35.95999908	33.61999893	-0.540000916	0.36000061	2.700000763	3.420001984	38.65999985	32.72000122	0	0	0	0	0	0	0	0	0	0	0	-1.200000048	86	17	26	97.08999634
Penticton Airport	49.47000122	-119.6050034	2010	1/1/10	1	8	1.333333373	8:00:24 AM	1.100000024	35.95999908	33.97999954	0.36000061	2.340000153	3.060001373	1.799999237	38.65999985	32.72000122	0	0	0	0	0	0	0	0	0	0	0	-0.899999976	86	18	24	97.05999756
Penticton Airport	49.47000122	-119.6050034	2010	1/1/10	1	9	1.375	9:00:24 AM	1.100000024	35.95999908	33.97999954	0	3.060001373	1.799999237	2.159999847	38.65999985	32.72000122	0	0	0	0	0	0	0	0	0	0	0	-0.200000003	91	17	24	97.05999756
Penticton Airport	49.47000122	-119.6050034	2010	1/1/10	1	10	1.416666627	10:00:24 AM	2.400000095	35.95999908	36.31999969	2.340000153	-0.540000916	-0.180000305	1.979999542	38.65999985	32.72000122	0	0	0	0	0	0	0	0	0	0	0	-0.400000006	82	17	22	97.04000092
Penticton Airport	49.47000122	-119.6050034	2010	1/1/10	1	11	1.458333373	11:00:24 AM	2.799999952	35.95999908	37.04000092	0.720001221	-0.900001526	1.259998322	0.899997711	38.65999985	32.72000122	0	0	0	0	0	0	0	0	0	0	0	-0.200000003	81	17	22	96.94999695
Penticton Airport	49.47000122	-119.6050034	2010	1/1/10	1	12	1.5	12:00:24 PM	2.099999905	35.95999908	35.77999878	-1.260002136	2.520000458	2.159999847	2.340000153	38.65999985	32.72000122	0	0	0	0	0	0	0	0	0	0	0	0.200000003	87	17	28	96.86000061
Penticton Airport	49.47000122	-119.6050034	2010	1/1/10	1	13	1.541666627	1:00:24 PM	2.299999952	35.95999908	36.13999939	0.36000061	1.799999237	1.979999542	2.340000153	38.65999985	32.72000122	0	0	0	0	0	0	0	0	0	0	0	-0.400000006	82	18	26	96.80000305
Penticton Airport	49.47000122	-119.6050034	2010	1/1/10	1	14	1.583333373	2:00:24 PM	3.5	35.95999908	38.29999924	2.159999847	-0.180000305	0.180000305	-0.36000061	38.65999985	32.72000122	0	0	0	0	0	0	0	0	0	0	0	0.200000003	79	18	32	96.73999786
Penticton Airport	49.47000122	-119.6050034	2010	1/1/10	1	15	1.625	3:00:24 PM	3.299999952	35.95999908	37.93999863	-0.36000061	0.540000916	0	0.720001221	38.65999985	32.72000122	0	0	0	0	0	0	0	0	0	0	0	0.300000012	81	19	35	96.76000214
Penticton Airport	49.47000122	-119.6050034	2010	1/1/10	1	16	1.666666627	4:00:24 PM	3.400000095	35.95999908	38.11999893	0.180000305	-0.180000305	0.540000916	0	38.65999985	32.72000122	0	0	0	0	0	0	0	0	0	0	0	0.800000012	83	18	22	96.79000092
Penticton Airport	49.47000122	-119.6050034	2010	1/1/10	1	17	1.708333373	5:00:24 PM	3.599999905	35.95999908	38.47999954	0.36000061	0.180000305	-0.36000061	-1.079998016	38.65999985	32.72000122	0	0	0	0	0	0	0	0	0	0	0	0.600000024	81	20	39	96.79000092
Penticton Airport	49.47000122	-119.6050034	2010	1/1/10	1	18	1.75	6:00:24 PM	3.299999952	35.95999908	37.93999863	-0.540000916	0.180000305	-0.539997101	-0.719997406	38.65999985	32.72000122	0	0	0	0	0	0	0	0	0	0	0	0.600000024	82	18	35	96.83999634
Penticton Airport	49.47000122	-119.6050034	2010	1/1/10	1	19	1.791666627	7:00:24 PM	3.700000048	35.95999908	38.65999985	0.720001221	-1.259998322	-1.439998627	-1.799999237	38.65999985	32.72000122	0	0	0	0	0	0	0	0	0	0	0	0.200000003	78	19	41	96.90000153
Penticton Airport	49.47000122	-119.6050034	2010	1/1/10	1	20	1.833333373	8:00:24 PM	3.400000095	35.95999908	38.11999893	-0.540000916	-0.899997711	-1.259998322	-1.619998932	38.65999985	32.72000122	0	0	0	0	0	0	0	0	0	0	0	0.200000003	80	18	32	96.95999908
Penticton Airport	49.47000122	-119.6050034	2010	1/1/10	1	21	1.875	9:00:24 PM	3	35.95999908	37.40000153	-0.719997406	-0.540000916	-0.900001526	-1.260002136	38.65999985	32.72000122	0	0	0	0	0	0	0	0	0	0	0	0.5	84	17	22	97.01999664
Penticton Airport	49.47000122	-119.6050034	2010	1/1/10	1	22	1.916666627	10:00:24 PM	2.900000095	35.95999908	37.22000122	-0.180000305	-0.720001221	-1.080001831	-0.540000916	38.65999985	32.72000122	0	0	0	0	0	0	0	0	0	0	0	0.400000006	84	17	22	97.13999939
Penticton Airport	49.47000122	-119.6050034	2010	1/1/10	1	23	1.958333373	11:00:24 PM	2.700000048	35.95999908	36.86000061	-0.36000061	-0.720001221	-0.180000305	-0.36000061	38.65999985	32.72000122	0	0	0	0	0	0	0	0	0	0	0	0.699999988	87	17	22	97.22000122
Penticton Airport	49.47000122	-119.6050034	2010	1/2/10	2	0	2	12:00:24 AM	2.5	37.40000153	36.5	-0.36000061	0.180000305	0	-0.540000916	39.56000137	35.95999908	1	0	0	0	0	0	0	0	0	0	0	1.100000024	90	18	20	97.26000214
Penticton Airport	49.47000122	-119.6050034	2010	1/2/10	2	1	2.041666746	1:00:24 AM	2.299999952	37.40000153	36.13999939	-0.36000061	0.36000061	-0.180000305	1.260002136	39.56000137	35.95999908	1	0	0	0	0	0	0	0	0	0	0	1.100000024	92	16	19	97.30999756
Penticton Airport	49.47000122	-119.6050034	2010	1/2/10	2	2	2.083333254	2:00:24 AM	2.599999905	37.40000153	36.68000031	0.540000916	-0.720001221	0.720001221	0.899997711	39.56000137	35.95999908	1	0	0	0	0	0	0	0	0	0	0	0.699999988	87	18	19	97.41999817
Penticton Airport	49.47000122	-119.6050034	2010	1/2/10	2	3	2.125	3:00:24 AM	2.5	37.40000153	36.5	-0.180000305	0.900001526	1.079998016	0.900001526	39.56000137	35.95999908	1	0	0	0	0	0	0	0	0	0	0	0.600000024	87	18	24	97.54000092
Penticton Airport	49.47000122	-119.6050034	2010	1/2/10	2	4	2.166666746	4:00:24 AM	2.200000048	37.40000153	35.95999908	-0.540000916	1.619998932	1.440002441	1.260002136	39.56000137	35.95999908	1	0	0	0	0	0	0	0	0	0	0	0.5	89	16	22	97.59999847
Penticton Airport	49.47000122	-119.6050034	2010	1/2/10	2	5	2.208333254	5:00:24 AM	3	37.40000153	37.40000153	1.440002441	0	-0.180000305	0	39.56000137	35.95999908	1	0	0	0	0	0	0	0	0	0	0	0.300000012	82	18	24	97.63999939
Penticton Airport	49.47000122	-119.6050034	2010	1/2/10	2	6	2.25	6:00:24 AM	3.099999905	37.40000153	37.57999802	0.17999649	-0.359996796	-0.17999649	0.36000061	39.56000137	35.95999908	1	0	0	0	0	0	0	0	0	0	0	0.300000012	82	15	17	97.69999695
Penticton Airport	49.47000122	-119.6050034	2010	1/2/10	2	7	2.291666746	7:00:24 AM	3	37.40000153	37.40000153	-0.17999649	0	0.539997101	0.539997101	39.56000137	35.95999908	1	0	0	0	0	0	0	0	0	0	0	0.300000012	82	17	22	97.76999664
Penticton Airport	49.47000122	-119.6050034	2010	1/2/10	2	8	2.333333254	8:00:24 AM	2.900000095	37.40000153	37.22000122	-0.180000305	0.719997406	0.719997406	1.259998322	39.56000137	35.95999908	1	0	0	0	0	0	0	0	0	0	0	0.400000006	84	18	19	97.86000061
Penticton Airport	49.47000122	-119.6050034	2010	1/2/10	2	9	2.375	9:00:24 AM	3	37.40000153	37.40000153	0.180000305	0.539997101	1.079998016	1.979999542	39.56000137	35.95999908	1	0	0	0	0	0	0	0	0	0	0	0.5	84	18	26	97.94999695
Penticton Airport	49.47000122	-119.6050034	2010	1/2/10	2	10	2.416666746	10:00:24 AM	3.299999952	37.40000153	37.93999863	0.539997101	0.540000916	1.440002441	1.620002747	39.56000137	35.95999908	1	0	0	0	0	0	0	0	0	0	0	0.800000012	84	17	22	98.05000305
Penticton Airport	49.47000122	-119.6050034	2010	1/2/10	2	11	2.458333254	11:00:24 AM	3.299999952	37.40000153	37.93999863	0	1.440002441	1.620002747	0.540000916	39.56000137	35.95999908	1	0	0	0	0	0	0	0	0	0	0	0.600000024	82	18	17	98.06999969
Penticton Airport	49.47000122	-119.6050034	2010	1/2/10	2	12	2.5	12:00:24 PM	3.599999905	37.40000153	38.47999954	0.540000916	1.080001831	0	-0.720001221	39.56000137	35.95999908	1	0	0	0	0	0	0	0	0	0	0	1	83	17	15	98.06999969
Penticton Airport	49.47000122	-119.6050034	2010	1/2/10	2	13	2.541666746	1:00:24 PM	4.099999905	37.40000153	39.38000107	0.900001526	-0.900001526	-1.620002747	-1.800003052	39.56000137	35.95999908	1	0	0	0	0	0	0	0	0	0	0	0.899999976	80	18	9	98.05999756
Penticton Airport	49.47000122	-119.6050034	2010	1/2/10	2	14	2.583333254	2:00:24 PM	4.199999809	37.40000153	39.56000137	0.180000305	-1.800003052	-1.980003357	-2.340000153	39.56000137	35.95999908	1	0	0	0	0	0	0	0	0	0	0	1.200000048	81	16	9	98.05999756
Penticton Airport	49.47000122	-119.6050034	2010	1/2/10	2	15	2.625	3:00:24 PM	3.599999905	37.40000153	38.47999954	-1.080001831	-0.900001526	-1.259998322	-1.799999237	39.56000137	35.95999908	1	0	0	0	0	0	0	0	0	0	0	1.200000048	84	17	6	98.08999634
Penticton Airport	49.47000122	-119.6050034	2010	1/2/10	2	16	2.666666746	4:00:24 PM	3.200000048	37.40000153	37.75999832	-0.720001221	-0.539997101	-1.079998016	-1.079998016	39.56000137	35.95999908	1	0	0	0	0	0	0	0	0	0	0	0.800000012	84	16	17	98.18000031
Penticton Airport	49.47000122	-119.6050034	2010	1/2/10	2	17	2.708333254	5:00:24 PM	3.099999905	37.40000153	37.57999802	-0.180000305	-0.899997711	-0.899997711	-0.899997711	39.56000137	35.95999908	1	0	0	0	0	0	0	0	0	0	0	0.800000012	85	16	17	98.23999786
Penticton Airport	49.47000122	-119.6050034	2010	1/2/10	2	18	2.75	6:00:24 PM	2.900000095	37.40000153	37.22000122	-0.359996796	-0.540000916	-0.540000916	-0.540000916	39.56000137	35.95999908	1	0	0	0	0	0	0	0	0	0	0	0.699999988	85	16	19	98.29000092
Penticton Airport	49.47000122	-119.6050034	2010	1/2/10	2	19	2.791666746	7:00:24 PM	2.599999905	37.40000153	36.68000031	-0.540000916	0	0	0.36000061	39.56000137	35.95999908	1	0	0	0	0	0	6	0	0	0	1	0.5	86	16	22	98.31999969
Penticton Airport	49.47000122	-119.6050034	2010	1/2/10	2	20	2.833333254	8:00:24 PM	2.599999905	37.40000153	36.68000031	0	0	0.36000061	0.720001221	39.56000137	35.95999908	1	0	0	0	0	0	0	0	0	0	0	0.300000012	85	18	17	98.33999634
Penticton Airport	49.47000122	-119.6050034	2010	1/2/10	2	21	2.875	9:00:24 PM	2.599999905	37.40000153	36.68000031	0	0.36000061	0.720001221	-0.720001221	39.56000137	35.95999908	1	0	0	0	0	0	0	0	0	0	0	0.5	86	16	19	98.37999725
Penticton Airport	49.47000122	-119.6050034	2010	1/2/10	2	22	2.916666746	10:00:24 PM	2.599999905	37.40000153	36.68000031	0	0.720001221	-0.720001221	0.720001221	39.56000137	35.95999908	1	0	0	0	0	0	0	0	0	0	0	0.400000006	85	16	19	98.41000366
Penticton Airport	49.47000122	-119.6050034	2010	1/2/10	2	23	2.958333254	11:00:24 PM	2.799999952	37.40000153	37.04000092	0.36000061	-1.080001831	0.36000061	0.36000061	39.56000137	35.95999908	1	0	0	0	0	0	0	0	0	0	0	0.400000006	84	17	19	98.44000244
Penticton Airport	49.47000122	-119.6050034	2010	1/3/10	3	0	3	12:00:24 AM	3	36.28250122	37.40000153	0.36000061	0	0	0	38.65999985	35.77999878	0	0	0	0	0	0	0	0	0	0	0	0.600000024	84	16	15	98.44999695
Penticton Airport	49.47000122	-119.6050034	2010	1/3/10	3	1	3.041666746	1:00:24 AM	2.200000048	36.28250122	35.95999908	-1.440002441	1.440002441	1.440002441	0	38.65999985	35.77999878	0	0	0	0	0	0	0	0	0	0	0	0.5	89	16	13	98.48999786
Penticton Airport	49.47000122	-119.6050034	2010	1/3/10	3	2	3.083333254	2:00:24 AM	3	36.28250122	37.40000153	1.440002441	0	-1.440002441	-1.260002136	38.65999985	35.77999878	0	0	0	0	0	0	0	0	0	0	0	0.600000024	84	16	19	98.51000214
Penticton Airport	49.47000122	-119.6050034	2010	1/3/10	3	3	3.125	3:00:24 AM	3	36.28250122	37.40000153	0	-1.440002441	-1.260002136	-1.620002747	38.65999985	35.77999878	0	0	0	0	0	0	0	0	0	0	0	0.5	84	16	17	98.52999878
Penticton Airport	49.47000122	-119.6050034	2010	1/3/10	3	4	3.166666746	4:00:24 AM	3	36.28250122	37.40000153	0	-1.260002136	-1.620002747	-1.440002441	38.65999985	35.77999878	0	0	0	0	0	0	0	0	0	0	0	0.699999988	85	15	13	98.56999969
Penticton Airport	49.47000122	-119.6050034	2010	1/3/10	3	5	3.208333254	5:00:24 AM	2.200000048	36.28250122	35.95999908	-1.440002441	-0.180000305	0	-1.799999237	38.65999985	35.77999878	0	0	0	0	0	0	0	0	0	0	0	0.5	89	15	13	98.56999969
Penticton Airport	49.47000122	-119.6050034	2010	1/3/10	3	6	3.25	6:00:24 AM	2.299999952	36.28250122	36.13999939	0.180000305	-0.180000305	-1.979999542	-0.180000305	38.65999985	35.77999878	0	0	0	0	0	0	0	0	0	0	0	0.5	88	16	15	98.62000275
Penticton Airport	49.47000122	-119.6050034	2010	1/3/10	3	7	3.291666746	7:00:24 AM	2.099999905	36.28250122	35.77999878	-0.36000061	-1.619998932	0.180000305	1.080001831	38.65999985	35.77999878	0	0	0	0	0	0	0	0	0	0	0	0.600000024	90	15	9	98.59999847
Penticton Airport	49.47000122	-119.6050034	2010	1/3/10	3	8	3.333333254	8:00:24 AM	2.200000048	36.28250122	35.95999908	0.180000305	0	0.900001526	1.440002441	38.65999985	35.77999878	0	0	0	0	0	0	0	0	0	0	0	0.699999988	90	25	9	98.63999939
Penticton Airport	49.47000122	-119.6050034	2010	1/3/10	3	9	3.375	9:00:24 AM	1.200000048	36.28250122	34.15999985	-1.799999237	2.700000763	3.240001678	4.319999695	38.65999985	35.77999878	0	0	0	0	0	0	0	0	0	0	0	-0.899999976	86		0	98.69000244
Penticton Airport	49.47000122	-119.6050034	2010	1/3/10	3	10	3.416666746	10:00:24 AM	2.200000048	36.28250122	35.95999908	1.799999237	1.440002441	2.520000458	2.700000763	38.65999985	35.77999878	0	0	0	0	0	0	0	0	0	0	0	0.800000012	90	34	4	98.73000336
Penticton Airport	49.47000122	-119.6050034	2010	1/3/10	3	11	3.458333254	11:00:24 AM	2.700000048	36.28250122	36.86000061	0.900001526	1.619998932	1.799999237	1.079998016	38.65999985	35.77999878	0	0	0	0	0	0	0	0	0	0	0	0.600000024	86	21	4	98.69999695
Penticton Airport	49.47000122	-119.6050034	2010	1/3/10	3	12	3.5	12:00:24 PM	3	36.28250122	37.40000153	0.540000916	1.259998322	0.539997101	0.359996796	38.65999985	35.77999878	0	0	0	0	0	0	0	0	0	0	0	0.899999976	86	22	4	98.65000153
Penticton Airport	49.47000122	-119.6050034	2010	1/3/10	3	13	3.541666746	1:00:24 PM	3.599999905	36.28250122	38.47999954	1.079998016	-0.540000916	-0.720001221	-1.259998322	38.65999985	35.77999878	0	0	0	0	0	0	0	0	0	0	0	0.899999976	82		0	98.63999939
Penticton Airport	49.47000122	-119.6050034	2010	1/3/10	3	14	3.583333254	2:00:24 PM	3.700000048	36.28250122	38.65999985	0.180000305	-0.900001526	-1.439998627	-2.159999847	38.65999985	35.77999878	0	0	0	0	0	0	0	0	0	0	0	0.800000012	81	21	4	98.62000275
Penticton Airport	49.47000122	-119.6050034	2010	1/3/10	3	15	3.625	3:00:24 PM	3.299999952	36.28250122	37.93999863	-0.720001221	-0.719997406	-1.439998627	-3.419998169	38.65999985	35.77999878	0	0	0	0	0	0	0	0	0	0	0	0.899999976	84		0	98.62000275
Penticton Airport	49.47000122	-119.6050034	2010	1/3/10	3	16	3.666666746	4:00:24 PM	3.200000048	36.28250122	37.75999832	-0.180000305	-1.259998322	-3.239997864	-3.599998474	38.65999985	35.77999878	0	0	0	0	0	0	0	0	0	0	0	1	85		0	98.63999939
Penticton Airport	49.47000122	-119.6050034	2010	1/3/10	3	17	3.708333254	5:00:24 PM	2.900000095	36.28250122	37.22000122	-0.539997101	-2.700000763	-3.060001373	-3.060001373	38.65999985	35.77999878	0	0	0	0	0	0	0	0	0	0	0	0.800000012	86		0	98.62999725
Penticton Airport	49.47000122	-119.6050034	2010	1/3/10	3	18	3.75	6:00:24 PM	2.5	36.28250122	36.5	-0.720001221	-2.340000153	-2.340000153	-2.520000458	38.65999985	35.77999878	0	0	0	0	0	0	0	0	0	0	0	0.899999976	89		0	98.61000061
Penticton Airport	49.47000122	-119.6050034	2010	1/3/10	3	19	3.791666746	7:00:24 PM	1.399999976	36.28250122	34.52000046	-1.979999542	-0.36000061	-0.540000916	-0.900001526	38.65999985	35.77999878	0	0	0	0	0	0	0	0	0	0	0	0.100000001	91		0	98.59999847
Penticton Airport	49.47000122	-119.6050034	2010	1/3/10	3	20	3.833333254	8:00:24 PM	1.200000048	36.28250122	34.15999985	-0.36000061	-0.180000305	-0.540000916	-1.439998627	38.65999985	35.77999878	0	0	0	0	0	0	0	0	0	0	0	0.300000012	94	36	4	98.58999634
Penticton Airport	49.47000122	-119.6050034	2010	1/3/10	3	21	3.875	9:00:24 PM	1.200000048	36.28250122	34.15999985	0	-0.540000916	-1.439998627	-1.619998932	38.65999985	35.77999878	0	0	0	0	0	0	0	0	0	0	0	0.300000012	94	4	4	98.58999634
Penticton Airport	49.47000122	-119.6050034	2010	1/3/10	3	22	3.916666746	10:00:24 PM	1.100000024	36.28250122	33.97999954	-0.180000305	-1.259998322	-1.439998627	-1.799999237	38.65999985	35.77999878	0	0	0	0	0	0	0	0	0	0	0	0.400000006	95	36	4	98.58000183
Penticton Airport	49.47000122	-119.6050034	2010	1/3/10	3	23	3.958333254	11:00:24 PM	0.899999976	36.28250122	33.61999893	-0.36000061	-1.079998016	-1.439998627	-1.439998627	38.65999985	35.77999878	0	0	0	0	0	0	0	0	0	0	0	0.400000006	96	34	4	98.56999969
Penticton Airport	49.47000122	-119.6050034	2010	1/4/10	4	0	4	12:00:24 AM	0.400000006		32.72000122	-0.899997711	-0.540000916	-0.540000916	-0.720001221			5	0	0	0	0	0	0	0	0	0	0	0	97		0	98.51999664
Penticton Airport	49.47000122	-119.6050034	2010	1/4/10	4	1	4.041666508	1:00:24 AM	0.300000012		32.54000092	-0.180000305	-0.36000061	-0.540000916	-0.180000305			5	0	0	0	0	0	0	0	0	0	0	-0.200000003	96		0	98.47000122
Penticton Airport	49.47000122	-119.6050034	2010	1/4/10	4	2	4.083333492	2:00:24 AM	0.100000001		32.18000031	-0.36000061	-0.180000305	0.180000305	0			5	0	0	0	0	0	0	0	0	0	0	-0.200000003	98		0	98.44000244
Penticton Airport	49.47000122	-119.6050034	2010	1/4/10	4	3	4.125	3:00:24 AM	0.100000001		32.18000031	0	0.180000305	0	0.180000305			5	0	0	0	0	0	0	0	0	0	0	-0.300000012	97		0	98.40000153
Penticton Airport	49.47000122	-119.6050034	2010	1/4/10	4	4	4.166666508	4:00:24 AM	0		32	-0.180000305	0.180000305	0.36000061	0.180000305			5	0	0	0	0	0	0	0	0	0	0	-0.400000006	97		0	98.33999634
Penticton Airport	49.47000122	-119.6050034	2010	1/4/10	4	5	4.208333492	5:00:24 AM	0.200000003		32.36000061	0.36000061	0	-0.180000305	0.180000305			5	0	0	0	0	0	0	0	0	0	0	-0.200000003	97		0	98.29000092
Penticton Airport	49.47000122	-119.6050034	2010	1/4/10	4	6	4.25	6:00:24 AM	0.100000001		32.18000031	-0.180000305	0	0.36000061	0.180000305			5	0	0	0	0	0	0	0	0	0	0	-0.400000006	96	9	4	98.23999786
Penticton Airport	49.47000122	-119.6050034	2010	1/4/10	4	7	4.291666508	7:00:24 AM	0.200000003		32.36000061	0.180000305	0.180000305	0	0.180000305			5	0	0	0	0	0	0	0	0	0	0	-0.200000003	97		0	98.20999908
Penticton Airport	49.47000122	-119.6050034	2010	1/4/10	4	8	4.333333492	8:00:24 AM	0.100000001		32.18000031	-0.180000305	0.180000305	0.36000061	0.900001526			5	0	0	0	0	0	0	0	0	0	0	-0.300000012	97		0	98.19999695
Penticton Airport	49.47000122	-119.6050034	2010	1/4/10	4	9	4.375	9:00:24 AM	0.300000012		32.54000092	0.36000061	0	0.540000916	0.180000305			5	0	0	0	0	0	0	0	0	0	0	-0.200000003	96	1	6	98.16999817
Penticton Airport	49.47000122	-119.6050034	2010	1/4/10	4	10	4.416666508	10:00:24 AM	0.200000003		32.36000061	-0.180000305	0.720001221	0.36000061	0.36000061			5	0	0	0	0	0	0	0	0	0	0	-0.300000012	96		0	98.16000366
Penticton Airport	49.47000122	-119.6050034	2010	1/4/10	4	11	4.458333492	11:00:24 AM	0.300000012		32.54000092	0.180000305	0.180000305	0.180000305	0			5	0	0	0	0	0	0	0	0	0	0	0.100000001	99	2	4	98.08999634
Penticton Airport	49.47000122	-119.6050034	2010	1/4/10	4	12	4.5	12:00:24 PM	0.600000024		33.08000183	0.540000916	-0.36000061	-0.540000916	-0.720001221			5	0	0	0	0	0	0	0	0	0	0	0.100000001	96		0	98.01999664
Penticton Airport	49.47000122	-119.6050034	2010	1/4/10	4	13	4.541666508	1:00:24 PM	0.400000006		32.72000122	-0.36000061	-0.180000305	-0.36000061	-0.540000916			5	0	0	0	0	0	0	0	0	0	0	-0.300000012	95		0	97.94000244
Penticton Airport	49.47000122	-119.6050034	2010	1/4/10	4	14	4.583333492	2:00:24 PM	0.400000006		32.72000122	0	-0.36000061	-0.540000916	-0.540000916			5	0	0	0	0	0	0	0	0	0	0	-0.200000003	96		0	97.87000275
Penticton Airport	49.47000122	-119.6050034	2010	1/4/10	4	15	4.625	3:00:24 PM	0.300000012		32.54000092	-0.180000305	-0.36000061	-0.36000061	-0.36000061			5	0	0	0	0	0	0	0	0	0	0	-0.300000012	96		0	97.84999847
Penticton Airport	49.47000122	-119.6050034	2010	1/4/10	4	16	4.666666508	4:00:24 PM	0.200000003		32.36000061	-0.180000305	-0.180000305	-0.180000305	-0.180000305			5	0	0	0	0	0	0	0	0	0	0	-0.200000003	97		0	97.81999969
Penticton Airport	49.47000122	-119.6050034	2010	1/4/10	4	17	4.708333492	5:00:24 PM	0.100000001		32.18000031	-0.180000305	0	0	0			5	0	0	0	0	0	6	0	0	0	1	-0.300000012	97		0	97.81999969
Penticton Airport	49.47000122	-119.6050034	2010	1/4/10	4	18	4.75	6:00:24 PM	0.100000001		32.18000031	0	0	0	0			5	0	0	0	0	0	6	0	0	0	1	-0.200000003	98		0	97.80000305
Penticton Airport	49.47000122	-119.6050034	2010	1/4/10	4	19	4.791666508	7:00:24 PM	0.100000001		32.18000031	0	0	0	0			5	0	0	0	0	0	6	0	0	0	1	-0.300000012	97		0	97.79000092
Penticton Airport	49.47000122	-119.6050034	2010	1/4/10	4	20	4.833333492	8:00:24 PM	0.100000001		32.18000031	0	0	0	0			5	0	0	0	0	0	6	0	0	0	1	-0.300000012	97		0	97.80000305
Penticton Airport	49.47000122	-119.6050034	2010	1/4/10	4	21	4.875	9:00:24 PM	0.100000001		32.18000031	0	0	0	-0.36000061			5	0	0	0	0	0	6	0	0	0	1	-0.200000003	98		0	97.79000092
Penticton Airport	49.47000122	-119.6050034	2010	1/4/10	4	22	4.916666508	10:00:24 PM	0.100000001		32.18000031	0	0	-0.36000061	-0.720001221			5	0	0	0	0	0	0	0	0	0	0	-0.200000003	98		0	97.83999634
Penticton Airport	49.47000122	-119.6050034	2010	1/4/10	4	23	4.958333492	11:00:24 PM	0.100000001		32.18000031	0	-0.36000061	-0.720001221	0.180000305			5	0	0	0	0	0	0	0	0	0	0	-0.300000012	97		0	97.83999634
Penticton Airport	49.47000122	-119.6050034	2010	1/5/10	5	0	5	12:00:24 AM	0.100000001	32.84749985	32.18000031	0	-0.720001221	0.180000305	0.540000916	37.57999802	31.45999908	0	0	0	0	0	0	0	0	0	0	0	-0.300000012	97		0	97.83999634
Penticton Airport	49.47000122	-119.6050034	2010	1/5/10	5	1	5.041666508	1:00:24 AM	-0.100000001	32.84749985	31.81999969	-0.36000061	0.540000916	0.900001526	0.720001221	37.57999802	31.45999908	0	0	0	0	0	0	0	0	0	0	0	-0.300000012	99		0	97.83000183
Penticton Airport	49.47000122	-119.6050034	2010	1/5/10	5	2	5.083333492	2:00:24 AM	-0.300000012	32.84749985	31.45999908	-0.36000061	1.260002136	1.080001831	0.540000916	37.57999802	31.45999908	0	0	0	0	0	0	0	0	0	0	0	-0.5	99		0	97.87000275
Penticton Airport	49.47000122	-119.6050034	2010	1/5/10	5	3	5.125	3:00:24 AM	0.200000003	32.84749985	32.36000061	0.900001526	0.180000305	-0.36000061	0.540000916	37.57999802	31.45999908	0	0	0	0	0	0	0	0	0	0	0	-0.200000003	97	3	6	97.88999939
Penticton Airport	49.47000122	-119.6050034	2010	1/5/10	5	4	5.166666508	4:00:24 AM	0.400000006	32.84749985	32.72000122	0.36000061	-0.720001221	0.180000305	1.259998322	37.57999802	31.45999908	0	0	0	0	0	0	0	0	0	0	0	-0.200000003	96	5	6	97.91000366
